title,location,salary,link
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 용인시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986875
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 의왕시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986874
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 용인시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986873
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 용인시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986872
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 연천군,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986871
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 오산시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986870
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 여주시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72986869
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",재택근무,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72947319
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",재택근무,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72947340
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",부산 해운대구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923560
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 수원시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923559
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",인천 서구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923558
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 성남시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923557
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 부천시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923556
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 수원시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923555
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 시흥시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923554
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",충남 천안시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923553
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 안산시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923552
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 강서구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923551
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 성남시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923550
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 구로구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923549
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 마포구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72923548
"박데이터랩 [ 재택알바 ] 코로나 걱정 없이 집에서 하루 10분, 건당",재택근무,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72919240
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",재택근무,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72912553
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 오산시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886082
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 파주시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886081
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 평택시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886080
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 부천시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886079
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 수원시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886078
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 시흥시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886077
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 용인시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886076
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 화성시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886075
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 구로구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886074
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 강서구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886073
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 광진구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72886072
㈜프로에스콤 월 250만 네이버 데이터센터 각 보안요원 모집,강원 춘천시,"월급2,500,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72882036
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 수원시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885967
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",인천 서구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885966
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 성남시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885965
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 부천시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885964
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",인천 미추홀구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885963
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",부산 해운대구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72885962
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",재택근무,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72873890
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 강남구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869575
㈜아이알스텝 외국계열 -전자부품 측정 및 데이터 입력직 모집,서울 전체,"월급2,050,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72874317
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",강원 원주시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869545
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 금천구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869506
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 송파구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869569
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",인천 연수구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869555
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경북 경산시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869498
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 평택시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869502
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경북 구미시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869474
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",인천 계양구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869527
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",대구 중구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869486
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 수원시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869477
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 고양시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869540
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",충북 청주시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869494
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",서울 노원구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869563
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",대구 달서구,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869457
"박데이터랩 [ 재택근무 ] 집에서 하루 10분, 블로그 포스팅 알바 건",경기 성남시,"건별100,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72869549
시중은행 죽전데이 주말휴무지원-은행 보안요원 초보환영-시중은행,경기 용인시,"월급2,540,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72879023
㈜프레시토탈 [간편식 식품분야 1위 기업 데이터 관리 사원 모집],경기 평택시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72879838
㈜프레시토탈 [간편식 식품분야 1위 기업 데이터 관리 사원 모집],경기 안성시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72879834
㈜프레시토탈 [간편식 식품분야 1위 기업 데이터 관리 사원 모집],경기 안성시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72860811
데이터수집 및 정리 [서울중구/외국계기업] 데이터입력 사무 모집,서울 중구,"월급2,350,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72841239
#한국기업데이터 [251만/여의도] 중소기업대상 CS상담원 채용/ #영,서울 서대문구,"월급2,510,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72816610
외국계 기업 [삼성역/외국계기업] 통계 및 데이터 취합관련 사원,서울 강남구,"연봉31,500,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72829436
㈜프레시토탈 [간편식 식품분야 1위 기업 데이터 관리 사원 모집],경기 안성시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72816525
㈜프레시토탈 간편식품분야 1위기업 데이터관리 사원 채용,경기 용인시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72811927
대구은행/와이즈넛 [주5일/4개월 단기 계약] AI 챗봇 시스템 데이,서울 강남구,"월급1,950,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72804071
시중은행 죽전데이 주말휴무지원-은행 보안요원 초보환영-시중은행,경기 용인시,"월급2,540,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72788902
㈜프레시토탈 [간편식 식품분야 1위 기업 데이터 관리 사원 모집],경기 안성시,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=72788070
컴퓨터수리 데이터복구에 관심많은 엔지니어 팀원 급모집[신입 환영,서울 도봉구,"월급9,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501142225
㈜유월드소프트 잠실)S사 데이터활용 프로젝트 기획업무,서울 송파구,"월급6,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501141165
한국축산데이터㈜ [한국축산데이터] 단순 컴퓨터 작업 아르바이트,서울 강남구,"시급8,800원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501141009
㈜카젠 데이터베이스 전산화직무 인턴직 채용(청년디지털일자리사업,경기 성남시,"월급2,500,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501140977
㈜유안에이치알 [SK텔레콤 보라매사옥] 이동통신 품질측정 및 데이,서울 관악구,"연봉31,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501140971
리드커리어 [ebay/글로벌대기업] 이커머스 사무업무 및 데이터관리,서울 전체,"연봉28,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501140735
㈜제니엘 [주5일/경영지원] 한국신용데이터 자금업무 담당자 채용,서울 강남구,"월급2,300,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501139822
비씨카드 [을지로/주5일] 비씨카드 빅데이터센터 팀원 모집,서울 전체,"월급2,990,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501139749
㈜프레시토탈 [용인시] 밀키트 식품분야 1위 데이터관리 사원 채용,경기 전체,"연봉36,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501139038
㈜피앤아이시스템즈 [서울 명동] 사회보장 정보시스템 DA(데이터통,서울 종로구,"연봉65,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501138216
동호HR주식회사 [현대카드/동작구] 카드심사팀 데이터 분석 및 개,서울 영등포구,"월급2,300,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501137858
코리아드론 [드론전문교육기관] 마케팅 및 데이터베이스 구축 채용,경남 창원시,"월급2,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501137740
협성그룹 섬유 공정및관리업무 및 기계데이터 입력,경기 양주시,"연봉30,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501136939
동호HR주식회사 [월230/여의도] 현대카드 코스트코 영업팀 데이터,서울 영등포구,"월급2,300,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501135196
㈜제이킴인베스트 [사무직] 데이터 분석 및 입력 업무,서울 강남구,"월급2,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501134980
에이스휴먼파워㈜ [현대카드/본사/월236/SAS/SQL] PLCC코스트코영업,경기 전체,"월급2,360,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501134485
"택스앤리얼티세무사 부동산 매물 촬영 및 데이터 관리, 초보자 모두",서울 강남구,"월급2,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501134033
㈜신승아이피에스 문서 전산화 및 데이터 가공 업무 담당자 모집,서울 강남구,"월급2,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501133873
"법정문서 웹시스템개발/데이터가공/마케팅,홍보 및 카피라이터 (정",서울 영등포구,"연봉24,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501133007
"㈜신한서브 한국기업데이터(주) 계약직 채용 공고- 빅데이터 가공,",서울 전체,"월급5,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501132175
지엠테크㈜ EMU-250 고속철도차량 현장 데이터관리 인원 채용 (호남,서울 송파구,"월급2,200,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501132134
㈜인텔리빅스 인공지능(AI) 데이터 라벨링 어시스턴스 채용,서울 서초구,"월급1,900,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501131226
㈜프람트테크놀로지 공공데이터포털 API 관리/상담직 채용공고,서울 중구,"월급2,700,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501130699
㈜에이치앤엠 [주5일/김포/신세계데이터센터] 토스뱅크 네트워크 시,경기 김포시,"연봉55,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501130350
㈜쿠노소프트 대전-음성녹취 텍스트데이터 수집 작업,서울 성북구,"월급2,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501129902
"TNR부동산중개 [TNR] 유튜브 영상촬영, 촬영영상 데이터자료 정",서울 강남구,"연봉35,000,000원",http://www.albamon.com//recruit/view/gi?AL_GI_No=501128289
